index,home_team,away_team,home_goals,away_goals,result,season
3496,Chelsea,Southampton,1,3,A,2015-2016
3494,Norwich City,Leicester City,1,2,A,2015-2016
3493,Manchester City,Newcastle United,6,1,H,2015-2016
3492,AFC Bournemouth,Watford,1,1,D,2015-2016
3491,Aston Villa,Stoke City,-2,1,A,2015-2016
3490,Crystal Palace,West Bromwich Albion,2,0,H,2015-2016
3489,West Bromwich Albion,Everton,2,3,A,2015-2016
3488,Watford,Crystal Palace,0,1,A,2015-2016
3487,Newcastle United,Chelsea,2,2,D,2015-2016
3495,Sunderland,West Ham United,2,2,D,2015-2016
3505,Southampton,Leicester City,2,2,D,2015-2016
3463,Norwich City,AFC Bournemouth,3,-2,H,2015-2016
3461,Arsenal,Stoke City,2,0,H,2015-2016
3437,Crystal Palace,Arsenal,1,2,A,2015-2016
3436,West Ham United,Leicester City,1,2,A,2015-2016
3435,Watford,West Bromwich Albion,0,0,D,2015-2016
3434,Tottenham Hotspur,Stoke City,2,2,D,2015-2016
3433,Swansea City,Newcastle United,2,0,H,2015-2016
3432,Sunderland,Norwich City,1,3,A,2015-2016
3431,Southampton,Everton,0,3,A,2015-2016
3430,Aston Villa,Manchester United,0,1,A,2015-2016
3438,Manchester City,Chelsea,3,0,H,2015-2016
3429,West Bromwich Albion,Manchester City,0,3,A,2015-2016
3427,Newcastle United,Southampton,2,2,D,2015-2016
3426,Arsenal,West Ham United,0,2,A,2015-2016
3425,Chelsea,Swansea City,2,2,D,2015-2016
3424,Norwich City,Crystal Palace,1,3,A,2015-2016
3423,Leicester City,Sunderland,4,2,H,2015-2016
3422,Everton,Watford,2,2,D,2015-2016
3421,AFC Bournemouth,Aston Villa,0,1,A,2015-2016
3420,Manchester United,Tottenham Hotspur,1,0,H,2015-2016
3428,Stoke City,Liverpool,0,1,A,2015-2016
3462,Crystal Palace,Manchester City,0,1,A,2015-2016
3439,Liverpool,AFC Bournemouth,1,0,H,2015-2016
3441,Crystal Palace,Aston Villa,2,1,H,2015-2016
3460,Everton,Chelsea,3,1,H,2015-2016
3459,Swansea City,Manchester United,2,1,H,2015-2016
3458,Southampton,Norwich City,3,0,H,2015-2016
3457,Tottenham Hotspur,Everton,0,0,D,2015-2016
3455,Manchester City,Watford,2,0,H,2015-2016
3454,Liverpool,West Ham United,0,3,A,2015-2016
3453,Chelsea,Crystal Palace,1,2,A,2015-2016
3452,AFC Bournemouth,Leicester City,1,1,D,2015-2016
3440,Manchester United,Newcastle United,0,0,D,2015-2016
3451,Aston Villa,Sunderland,2,2,D,2015-2016
3449,Arsenal,Liverpool,0,0,D,2015-2016
3448,Watford,Southampton,0,0,D,2015-2016
3447,Everton,Manchester City,0,2,A,2015-2016
3446,West Bromwich Albion,Chelsea,2,3,A,2015-2016
3445,West Ham United,AFC Bournemouth,3,4,A,2015-2016
3444,Sunderland,Swansea City,1,1,D,2015-2016
3443,Norwich City,Stoke City,1,1,D,2015-2016
3442,Leicester City,Tottenham Hotspur,1,1,D,2015-2016
3450,Newcastle United,Arsenal,0,1,A,2015-2016
3506,West Bromwich Albion,Sunderland,1,0,H,2015-2016
3456,Stoke City,West Bromwich Albion,0,1,A,2015-2016
3508,Newcastle United,Norwich City,6,2,H,2015-2016
3570,Norwich City,Everton,1,1,D,2015-2016
3569,Everton,Crystal Palace,1,1,D,2015-2016
3568,Newcastle United,Liverpool,2,0,H,2015-2016
3567,Chelsea,AFC Bournemouth,0,1,A,2015-2016
3566,West Bromwich Albion,Tottenham Hotspur,1,1,D,2015-2016
3565,Watford,Norwich City,2,0,H,2015-2016
3564,Swansea City,Leicester City,0,3,A,2015-2016
3563,Southampton,Aston Villa,1,1,D,2015-2016
3571,Crystal Palace,Southampton,1,0,H,2015-2016
3562,Manchester United,West Ham United,0,0,D,2015-2016
3560,Stoke City,Manchester City,2,0,H,2015-2016
3559,Norwich City,Arsenal,1,1,D,2015-2016
3558,Liverpool,Swansea City,1,0,H,2015-2016
3557,West Ham United,West Bromwich Albion,1,1,D,2015-2016
3556,Tottenham Hotspur,Chelsea,0,0,D,2015-2016
3555,Leicester City,Manchester United,1,1,D,2015-2016
3554,Sunderland,Stoke City,2,0,H,2015-2016
3553,Manchester City,Southampton,3,1,H,2015-2016
3561,Arsenal,Sunderland,3,1,H,2015-2016
3552,Crystal Palace,Newcastle United,5,1,H,2015-2016
3572,Manchester City,Swansea City,2,1,H,2015-2016
3575,AFC Bournemouth,Manchester United,2,1,H,2015-2016
3507,Watford,Arsenal,0,3,A,2015-2016
3592,AFC Bournemouth,Crystal Palace,0,-2,D,2015-2016
3591,Aston Villa,West Ham United,1,1,D,2015-2016
3590,Stoke City,Manchester United,2,0,H,2015-2016
3589,Arsenal,Manchester City,2,1,H,2015-2016
3588,Swansea City,West Ham United,0,0,D,2015-2016
3587,Watford,Liverpool,3,0,H,2015-2016
3586,Newcastle United,Aston Villa,1,1,D,2015-2016
3573,Sunderland,Watford,0,1,A,2015-2016
3585,West Bromwich Albion,AFC Bournemouth,1,2,A,2015-2016
3583,Southampton,Tottenham Hotspur,0,2,A,2015-2016
3582,Manchester United,Norwich City,1,2,A,2015-2016
3581,Everton,Leicester City,2,3,A,2015-2016
3580,Chelsea,Sunderland,3,1,H,2015-2016
3579,Leicester City,Chelsea,2,1,H,2015-2016
3578,Tottenham Hotspur,Newcastle United,1,2,A,2015-2016
3577,Liverpool,West Bromwich Albion,2,2,D,2015-2016
3576,Aston Villa,Arsenal,0,2,A,2015-2016
3584,Stoke City,Crystal Palace,1,2,A,2015-2016
3551,AFC Bournemouth,Everton,3,3,D,2015-2016
3574,West Ham United,Stoke City,0,0,D,2015-2016
3549,Crystal Palace,Sunderland,0,1,A,2015-2016
3526,West Bromwich Albion,Leicester City,2,3,A,2015-2016
3525,Watford,West Ham United,2,0,H,2015-2016
3524,Swansea City,Arsenal,0,3,A,2015-2016
3523,Newcastle United,Stoke City,0,0,D,2015-2016
3522,Manchester City,Norwich City,2,1,H,2015-2016
3521,Crystal Palace,Manchester United,0,0,D,2015-2016
3520,Chelsea,Liverpool,1,-2,A,2015-2016
3518,Manchester United,Manchester City,0,0,D,2015-2016
3527,Everton,Sunderland,6,2,H,2015-2016
3517,AFC Bournemouth,Tottenham Hotspur,1,5,A,2015-2016
3515,Arsenal,Everton,2,1,H,2015-2016
3514,West Ham United,Chelsea,2,1,H,2015-2016
3513,Stoke City,Watford,0,2,A,2015-2016
3512,Norwich City,West Bromwich Albion,0,1,A,2015-2016
3511,Leicester City,Crystal Palace,1,0,H,2015-2016
3510,Aston Villa,Swansea City,1,2,A,2015-2016
3550,Aston Villa,Watford,2,3,A,2015-2016
3509,Swansea City,Stoke City,0,1,A,2015-2016
3516,Sunderland,Newcastle United,3,0,H,2015-2016
3528,Southampton,AFC Bournemouth,2,0,H,2015-2016
3519,Liverpool,Southampton,1,1,D,2015-2016
3530,AFC Bournemouth,Newcastle United,-2,1,A,2015-2016
3548,Tottenham Hotspur,West Ham United,4,1,H,2015-2016
3547,Manchester City,Liverpool,1,4,A,2015-2016
3529,Tottenham Hotspur,Aston Villa,3,1,H,2015-2016
3546,West Bromwich Albion,Arsenal,2,1,H,2015-2016
3545,Swansea City,AFC Bournemouth,2,2,D,2015-2016
3544,Southampton,Stoke City,0,1,A,2015-2016
3543,Newcastle United,Leicester City,0,3,A,2015-2016
3541,Chelsea,Norwich City,1,0,H,2015-2016
3540,Watford,Manchester United,1,2,A,2015-2016
3539,Liverpool,Crystal Palace,1,2,A,2015-2016
3542,Everton,Aston Villa,4,0,H,2015-2016
3538,Arsenal,Tottenham Hotspur,1,1,D,2015-2016
3537,Aston Villa,Manchester City,0,0,D,2015-2016
3536,Stoke City,Chelsea,1,0,H,2015-2016
3535,West Ham United,Everton,1,1,D,2015-2016
3534,Sunderland,Southampton,0,1,A,2015-2016
3533,Norwich City,Swansea City,1,0,H,2015-2016
3532,Manchester United,West Bromwich Albion,2,0,H,2015-2016
3531,Leicester City,Watford,2,1,H,2015-2016
4049,AFC Bournemouth,Manchester City,0,2,A,2016-2017
4042,Middlesbrough,Everton,0,0,D,2016-2017
4043,Stoke City,Crystal Palace,1,0,H,2016-2017
4044,Sunderland,Southampton,0,4,A,2016-2017
4046,Liverpool,Tottenham Hotspur,2,0,H,2016-2017
4048,Swansea City,Leicester City,2,0,H,2016-2017
4047,Burnley,Chelsea,1,1,D,2016-2017
4041,Manchester United,Watford,2,0,H,2016-2017
4045,West Ham United,West Bromwich Albion,2,2,D,2016-2017
4040,Arsenal,Hull City,2,0,H,2016-2017
4032,Everton,AFC Bournemouth,6,3,H,2016-2017
4038,Manchester City,Swansea City,2,1,H,2016-2017
4037,Tottenham Hotspur,Middlesbrough,1,0,H,2016-2017
4036,West Bromwich Albion,Stoke City,1,0,H,2016-2017
4035,Watford,Burnley,2,1,H,2016-2017
4034,Southampton,West Ham United,1,3,A,2016-2017
4033,Hull City,Liverpool,2,0,H,2016-2017
4031,Crystal Palace,Sunderland,0,4,A,2016-2017
4029,Stoke City,Everton,1,1,D,2016-2017
4050,Chelsea,Swansea City,3,1,H,2016-2017
4030,Chelsea,Arsenal,3,1,H,2016-2017
4039,Leicester City,Manchester United,0,3,A,2016-2017
4051,Crystal Palace,Middlesbrough,1,0,H,2016-2017
4070,Everton,West Bromwich Albion,3,0,H,2016-2017
4053,Hull City,Burnley,1,1,D,2016-2017
4074,Crystal Palace,Watford,1,0,H,2016-2017
4028,Manchester United,Hull City,0,0,D,2016-2017
4073,West Bromwich Albion,Arsenal,3,1,H,2016-2017
4072,Liverpool,Burnley,2,1,H,2016-2017
4071,Hull City,Swansea City,2,1,H,2016-2017
4069,AFC Bournemouth,West Ham United,3,2,H,2016-2017
4068,Manchester City,Stoke City,0,0,D,2016-2017
4067,West Ham United,Chelsea,1,2,A,2016-2017
4066,Sunderland,Manchester City,0,2,A,2016-2017
4065,Tottenham Hotspur,Everton,3,2,H,2016-2017
4052,Everton,Sunderland,2,0,H,2016-2017
4064,Liverpool,Arsenal,3,1,H,2016-2017
4062,Watford,Southampton,3,4,A,2016-2017
4061,Swansea City,Burnley,3,2,H,2016-2017
4179,Watford,Manchester City,0,5,A,2016-2017
4060,Stoke City,Middlesbrough,2,0,H,2016-2017
4059,Leicester City,Hull City,3,1,H,2016-2017
4058,Manchester United,AFC Bournemouth,1,1,D,2016-2017
4057,Leicester City,Liverpool,3,1,H,2016-2017
4056,Tottenham Hotspur,Stoke City,4,0,H,2016-2017
4055,Watford,West Ham United,1,1,D,2016-2017
4054,West Bromwich Albion,AFC Bournemouth,2,1,?,2016-2017
4063,West Bromwich Albion,Crystal Palace,0,2,A,2016-2017
4027,West Ham United,Manchester City,0,4,A,2016-2017
3984,Manchester United,Middlesbrough,2,1,H,2016-2017
4025,Swansea City,Southampton,2,1,H,2016-2017
3998,Stoke City,Watford,2,0,H,2016-2017
3997,Crystal Palace,Swansea City,1,2,A,2016-2017
3996,AFC Bournemouth,Arsenal,3,3,D,2016-2017
3995,West Ham United,Manchester United,0,2,A,2016-2017
3994,West Bromwich Albion,Hull City,3,1,H,2016-2017
3993,Sunderland,Liverpool,2,2,D,2016-2017
3992,Manchester City,Burnley,2,1,H,2016-2017
3991,Everton,Southampton,3,0,H,2016-2017
3990,Middlesbrough,Leicester City,0,0,D,2016-2017
3989,Arsenal,Crystal Palace,2,0,H,2016-2017
3999,Tottenham Hotspur,Chelsea,2,0,H,2016-2017
3988,Watford,Tottenham Hotspur,1,4,A,2016-2017
3986,Swansea City,AFC Bournemouth,0,3,A,2016-2017
3985,Southampton,West Bromwich Albion,1,2,A,2016-2017
3983,Leicester City,West Ham United,1,0,H,2016-2017
3982,Chelsea,Stoke City,4,2,?,2016-2017
3981,Burnley,Sunderland,4,1,H,2016-2017
3980,Hull City,Everton,2,2,D,2016-2017
3979,Southampton,Tottenham Hotspur,1,4,A,2016-2017
3978,Liverpool,Stoke City,4,1,H,2016-2017
3977,Hull City,Manchester City,0,3,A,2016-2017
4075,Everton,Hull City,4,0,H,2016-2017
3987,Liverpool,Manchester City,1,0,H,2016-2017
4026,Liverpool,Chelsea,1,1,D,2016-2017
4000,Tottenham Hotspur,West Bromwich Albion,4,0,H,2016-2017
4002,Hull City,AFC Bournemouth,3,1,H,2016-2017
4024,Sunderland,Tottenham Hotspur,0,0,D,2016-2017
4023,Middlesbrough,West Bromwich Albion,1,1,D,2016-2017
4022,Burnley,Leicester City,1,0,H,2016-2017
4021,AFC Bournemouth,Crystal Palace,0,2,A,2016-2017
4020,Arsenal,Watford,1,2,A,2016-2017
4019,Chelsea,Hull City,2,0,H,2016-2017
4018,Arsenal,Burnley,2,1,H,2016-2017
4017,Southampton,Leicester City,3,0,H,2016-2017
4016,Manchester City,Tottenham Hotspur,2,2,D,2016-2017
4015,West Bromwich Albion,Sunderland,2,0,H,2016-2017
4001,Burnley,Southampton,1,0,H,2016-2017
4014,Stoke City,Manchester United,1,1,D,2016-2017
4012,Crystal Palace,Everton,0,1,A,2016-2017
4011,AFC Bournemouth,Watford,2,2,D,2016-2017
4010,Liverpool,Swansea City,2,3,A,2016-2017
4009,Manchester United,Liverpool,1,1,D,2016-2017
4008,Everton,Manchester City,4,0,H,2016-2017
4007,Leicester City,Chelsea,0,3,A,2016-2017
4006,West Ham United,Crystal Palace,3,0,H,2016-2017
4005,Watford,Middlesbrough,0,0,D,2016-2017
4004,Swansea City,Arsenal,0,4,A,2016-2017
4003,Sunderland,Stoke City,1,3,A,2016-2017
4013,Middlesbrough,West Ham United,1,3,A,2016-2017
4076,Stoke City,Chelsea,1,2,A,2016-2017
4163,West Ham United,Liverpool,0,4,A,2016-2017
4078,West Ham United,Leicester City,2,3,A,2016-2017
4174,Leicester City,AFC Bournemouth,1,1,D,2016-2017
4175,Liverpool,Middlesbrough,3,0,H,2016-2017
4176,Manchester United,Crystal Palace,2,0,H,2016-2017
4177,Southampton,Stoke City,0,1,A,2016-2017
4178,Swansea City,West Bromwich Albion,2,1,H,2016-2017
4147,Burnley,West Bromwich Albion,2,2,D,2016-2017
4146,AFC Bournemouth,Stoke City,2,2,D,2016-2017
4145,Manchester City,Crystal Palace,5,0,H,2016-2017
4144,West Ham United,Tottenham Hotspur,1,0,H,2016-2017
4143,Watford,Liverpool,0,1,A,2016-2017
4173,Hull City,Tottenham Hotspur,1,7,A,2016-2017
4142,Tottenham Hotspur,Arsenal,2,0,H,2016-2017
4140,Everton,Chelsea,0,3,A,2016-2017
4139,Manchester United,Swansea City,1,1,D,2016-2017
4138,Crystal Palace,Burnley,0,2,A,2016-2017
4137,West Bromwich Albion,Leicester City,0,1,A,2016-2017
4136,Sunderland,AFC Bournemouth,0,1,A,2016-2017
4135,Stoke City,West Ham United,0,0,D,2016-2017
4134,Southampton,Hull City,0,0,D,2016-2017
4133,Manchester City,Manchester United,0,0,D,2016-2017
4132,Crystal Palace,Tottenham Hotspur,0,1,A,2016-2017
4131,Middlesbrough,Sunderland,1,0,H,2016-2017
4141,Middlesbrough,Manchester City,2,2,D,2016-2017
4130,Arsenal,Leicester City,1,0,H,2016-2017
4172,Chelsea,Sunderland,5,1,H,2016-2017
4170,Arsenal,Everton,3,1,H,2016-2017
4148,Hull City,Sunderland,0,2,A,2016-2017
4149,Leicester City,Watford,3,0,H,2016-2017
4150,Swansea City,Everton,1,0,H,2016-2017
4151,Liverpool,Southampton,0,0,D,2016-2017
4152,Arsenal,Manchester United,2,0,H,2016-2017
4153,Chelsea,Middlesbrough,3,0,H,2016-2017
4154,Southampton,Arsenal,0,2,A,2016-2017
4155,Everton,Watford,1,0,H,2016-2017
4156,West Bromwich Albion,Chelsea,0,1,A,2016-2017
4157,Manchester City,Leicester City,2,1,H,2016-2017
4171,Burnley,West Ham United,1,2,A,2016-2017
4158,AFC Bournemouth,Burnley,2,1,H,2016-2017
4160,Sunderland,Swansea City,0,2,A,2016-2017
4161,Stoke City,Arsenal,1,4,A,2016-2017
4162,Crystal Palace,Hull City,4,0,H,2016-2017
3976,Swansea City,West Ham United,1,4,A,2016-2017
4164,Tottenham Hotspur,Manchester United,2,1,H,2016-2017
4165,Chelsea,Watford,4,3,H,2016-2017
4166,Arsenal,Sunderland,2,0,?,2016-2017
4167,Manchester City,West Bromwich Albion,3,1,H,2016-2017
4168,Southampton,Manchester United,0,0,D,2016-2017
4169,Leicester City,Tottenham Hotspur,1,6,A,2016-2017
4159,Middlesbrough,Southampton,1,2,A,2016-2017
4077,Sunderland,Burnley,0,0,D,2016-2017
4129,Chelsea,Southampton,4,2,H,2016-2017
4127,Burnley,Manchester United,0,2,A,2016-2017
4100,Swansea City,Tottenham Hotspur,1,3,A,2016-2017
4099,Southampton,Crystal Palace,3,1,H,2016-2017
4098,Hull City,Middlesbrough,4,2,H,2016-2017
4097,Arsenal,West Ham United,3,0,H,2016-2017
4096,Manchester United,Everton,1,1,D,2016-2017
4095,Watford,West Bromwich Albion,2,0,H,2016-2017
4094,Leicester City,Sunderland,2,0,H,2016-2017
4093,Burnley,Stoke City,1,0,H,2016-2017
4092,Arsenal,Manchester City,2,2,D,2016-2017
4091,Swansea City,Middlesbrough,0,0,D,2016-2017
4101,Chelsea,Manchester City,2,1,H,2016-2017
4090,Southampton,AFC Bournemouth,0,0,D,2016-2017
4088,Manchester United,West Bromwich Albion,0,0,D,2016-2017
4087,Leicester City,Stoke City,2,0,H,2016-2017
4086,Hull City,West Ham United,2,1,H,2016-2017
4085,Chelsea,Crystal Palace,1,2,A,2016-2017
4084,Burnley,Tottenham Hotspur,0,2,A,2016-2017
4083,Liverpool,Everton,3,1,H,2016-2017
4082,Manchester City,Liverpool,1,1,D,2016-2017
4081,Tottenham Hotspur,Southampton,2,1,H,2016-2017
4080,Middlesbrough,Manchester United,1,3,A,2016-2017
4079,AFC Bournemouth,Swansea City,2,0,H,2016-2017
4089,Watford,Sunderland,1,0,H,2016-2017
4128,Liverpool,Crystal Palace,1,2,A,2016-2017
4102,Liverpool,AFC Bournemouth,2,2,D,2016-2017
4104,Manchester City,Hull City,3,1,H,2016-2017
4126,West Ham United,Everton,0,0,D,2016-2017
4125,Swansea City,Stoke City,2,0,H,2016-2017
4124,Hull City,Watford,2,0,H,2016-2017
4123,AFC Bournemouth,Middlesbrough,4,0,H,2016-2017
4122,Middlesbrough,Arsenal,1,2,A,2016-2017
4121,Manchester United,Chelsea,2,0,H,2016-2017
4120,West Bromwich Albion,Liverpool,0,1,A,2016-2017
4119,Southampton,Manchester City,0,3,A,2016-2017
4118,Watford,Swansea City,1,0,H,2016-2017
4117,Sunderland,West Ham United,2,2,?,2016-2017
4103,Tottenham Hotspur,Watford,4,0,H,2016-2017
4116,Stoke City,Hull City,3,1,H,2016-2017
4114,Crystal Palace,Leicester City,2,2,D,2016-2017
4113,Tottenham Hotspur,AFC Bournemouth,4,0,H,2016-2017
4112,Crystal Palace,Arsenal,3,0,H,2016-2017
4111,Everton,Leicester City,4,2,H,2016-2017
4110,Sunderland,Manchester United,0,3,A,2016-2017
4109,AFC Bournemouth,Chelsea,1,3,A,2016-2017
4108,West Ham United,Swansea City,1,0,H,2016-2017
4107,West Bromwich Albion,Southampton,0,1,A,2016-2017
4106,Stoke City,Liverpool,1,2,A,2016-2017
4105,Middlesbrough,Burnley,0,0,D,2016-2017
4115,Everton,Burnley,3,1,H,2016-2017
3975,Manchester United,Sunderland,3,1,H,2016-2017
3887,Liverpool,West Bromwich Albion,2,1,H,2016-2017
3973,Chelsea,AFC Bournemouth,3,0,H,2016-2017
3861,Swansea City,Liverpool,1,2,A,2016-2017
3860,Everton,Crystal Palace,1,1,D,2016-2017
3859,Burnley,Watford,2,0,H,2016-2017
3858,West Ham United,Southampton,0,3,A,2016-2017
3857,Arsenal,Chelsea,3,0,H,2016-2017
3856,Swansea City,Manchester City,1,3,A,2016-2017
3855,Sunderland,Crystal Palace,2,3,A,2016-2017
3854,Stoke City,West Bromwich Albion,1,1,D,2016-2017
3862,Hull City,Chelsea,0,2,A,2016-2017
3853,Middlesbrough,Tottenham Hotspur,1,2,A,2016-2017
3851,AFC Bournemouth,Everton,1,0,H,2016-2017
3850,Manchester United,Leicester City,4,-2,H,2016-2017
3849,Tottenham Hotspur,Sunderland,1,0,H,2016-2017
3848,Southampton,Swansea City,1,0,H,2016-2017
3847,Crystal Palace,Stoke City,4,1,H,2016-2017
3846,Watford,Manchester United,3,1,H,2016-2017
3845,Everton,Middlesbrough,3,1,H,2016-2017
3844,West Bromwich Albion,West Ham United,4,2,H,2016-2017
3852,Liverpool,Hull City,5,1,H,2016-2017
3843,Manchester City,AFC Bournemouth,4,0,H,2016-2017
3863,Sunderland,West Bromwich Albion,1,1,D,2016-2017
3865,West Ham United,Middlesbrough,1,1,D,2016-2017
3883,Hull City,Stoke City,0,2,A,2016-2017
3882,Burnley,Everton,2,1,H,2016-2017
3881,Arsenal,Middlesbrough,0,0,D,2016-2017
3880,AFC Bournemouth,Tottenham Hotspur,0,0,D,2016-2017
3879,Liverpool,Manchester United,0,0,D,2016-2017
3878,Southampton,Burnley,3,1,H,2016-2017
3877,Middlesbrough,Watford,0,1,A,2016-2017
3876,Crystal Palace,West Ham United,0,1,A,2016-2017
3864,Watford,AFC Bournemouth,2,2,D,2016-2017
3875,West Bromwich Albion,Tottenham Hotspur,1,1,D,2016-2017
3873,Manchester City,Everton,1,1,D,2016-2017
3872,AFC Bournemouth,Hull City,6,1,H,2016-2017
3871,Arsenal,Swansea City,3,2,H,2016-2017
3870,Chelsea,Leicester City,3,0,H,2016-2017
3869,Burnley,Arsenal,0,1,A,2016-2017
3868,Tottenham Hotspur,Manchester City,2,0,H,2016-2017
3867,Leicester City,Southampton,0,0,D,2016-2017
3866,Manchester United,Stoke City,1,1,D,2016-2017
3874,Stoke City,Sunderland,2,0,H,2016-2017
3884,Leicester City,Crystal Palace,3,1,H,2016-2017
3842,Leicester City,Burnley,3,0,H,2016-2017
3840,Chelsea,Liverpool,1,2,A,2016-2017
3816,West Bromwich Albion,Everton,1,2,A,2016-2017
3815,Watford,Chelsea,1,2,A,2016-2017
3814,Tottenham Hotspur,Crystal Palace,1,0,H,2016-2017
3813,Swansea City,Hull City,0,2,A,2016-2017
3812,Burnley,Liverpool,2,0,H,2016-2017
3811,Stoke City,Manchester City,1,4,A,2016-2017
3810,Manchester United,Southampton,2,0,H,2016-2017
3809,Chelsea,West Ham United,2,1,H,2016-2017
3817,Leicester City,Arsenal,0,0,D,2016-2017
3808,Arsenal,Liverpool,3,4,A,2016-2017
3806,Manchester City,Sunderland,2,1,H,2016-2017
3805,Southampton,Watford,1,1,D,2016-2017
3804,Middlesbrough,Stoke City,1,1,D,2016-2017
3803,Everton,Tottenham Hotspur,1,1,D,2016-2017
3802,Crystal Palace,West Bromwich Albion,0,1,A,2016-2017
3801,Burnley,Swansea City,0,1,A,2016-2017
3800,Hull City,Leicester City,2,1,H,2016-2017
3974,Leicester City,Everton,0,2,A,2016-2017
3807,AFC Bournemouth,Manchester United,1,3,A,2016-2017
3841,Hull City,Arsenal,1,4,A,2016-2017
3818,Sunderland,Middlesbrough,1,2,A,2016-2017
3820,Tottenham Hotspur,Liverpool,-2,1,D,2016-2017
3839,Sunderland,Everton,0,3,A,2016-2017
3838,Swansea City,Chelsea,2,2,D,2016-2017
3837,Liverpool,Leicester City,4,1,H,2016-2017
3835,Stoke City,Tottenham Hotspur,0,4,A,2016-2017
3834,Middlesbrough,Crystal Palace,1,2,A,2016-2017
3833,Burnley,Hull City,1,1,D,2016-2017
3832,AFC Bournemouth,West Bromwich Albion,1,0,H,2016-2017
3831,Arsenal,Southampton,2,1,H,2016-2017
3819,West Ham United,AFC Bournemouth,1,0,H,2016-2017
3830,Manchester United,Manchester City,1,2,A,2016-2017
3828,West Bromwich Albion,Middlesbrough,0,0,D,2016-2017
3827,Hull City,Manchester United,0,1,A,2016-2017
3826,Watford,Arsenal,1,3,A,2016-2017
3825,Southampton,Sunderland,1,1,D,2016-2017
3824,Leicester City,Swansea City,2,1,H,2016-2017
3823,Everton,Stoke City,1,0,H,2016-2017
3822,Crystal Palace,AFC Bournemouth,1,1,D,2016-2017
3821,Chelsea,Burnley,3,0,H,2016-2017
3829,Manchester City,West Ham United,3,1,H,2016-2017
3885,Swansea City,Watford,0,0,D,2016-2017
3836,West Ham United,Watford,2,4,A,2016-2017
3888,Manchester City,Southampton,1,1,D,2016-2017
3950,AFC Bournemouth,Leicester City,1,0,H,2016-2017
3949,Liverpool,West Ham United,2,2,D,2016-2017
3948,Southampton,Middlesbrough,1,0,H,2016-2017
3947,Manchester United,Tottenham Hotspur,1,0,H,2016-2017
3946,Chelsea,West Bromwich Albion,1,0,H,2016-2017
3945,Leicester City,Manchester City,4,2,H,2016-2017
3944,Swansea City,Sunderland,3,0,H,2016-2017
3943,Hull City,Crystal Palace,3,3,D,2016-2017
3951,Everton,Arsenal,2,1,H,2016-2017
3942,Burnley,AFC Bournemouth,3,2,H,2016-2017
3940,Watford,Everton,3,2,H,2016-2017
3939,Middlesbrough,Hull City,1,0,H,2016-2017
3938,Everton,Manchester United,1,1,D,2016-2017
3937,AFC Bournemouth,Liverpool,4,3,H,2016-2017
3936,West Ham United,Arsenal,1,5,A,2016-2017
3935,West Bromwich Albion,Watford,3,1,H,2016-2017
3934,Tottenham Hotspur,Swansea City,5,0,H,2016-2017
3933,Sunderland,Leicester City,2,1,H,2016-2017
3941,Arsenal,Stoke City,3,1,H,2016-2017
3932,Stoke City,Burnley,2,0,H,2016-2017
3952,Middlesbrough,Liverpool,0,3,A,2016-2017
3955,Crystal Palace,Manchester United,1,2,A,2016-2017
3972,Burnley,Middlesbrough,1,0,H,2016-2017
3886,West Ham United,Sunderland,1,0,H,2016-2017
3971,Arsenal,West Bromwich Albion,1,0,H,2016-2017
3970,Watford,Crystal Palace,1,1,D,2016-2017
3969,Everton,Liverpool,0,1,A,2016-2017
3968,Tottenham Hotspur,Burnley,2,1,H,2016-2017
3967,Manchester City,Arsenal,2,1,H,2016-2017
3966,AFC Bournemouth,Southampton,1,3,A,2016-2017
3954,West Ham United,Burnley,1,0,H,2016-2017
3965,West Bromwich Albion,Manchester United,0,2,A,2016-2017
3963,Sunderland,Watford,1,0,H,2016-2017
3962,Stoke City,Leicester City,2,2,D,2016-2017
3961,Middlesbrough,Swansea City,3,0,H,2016-2017
3960,Crystal Palace,Chelsea,0,1,A,2016-2017
3959,West Bromwich Albion,Swansea City,3,1,H,2016-2017
3958,Tottenham Hotspur,Hull City,3,0,H,2016-2017
3957,Stoke City,Southampton,0,0,D,2016-2017
3956,Manchester City,Watford,2,0,H,2016-2017
3964,West Ham United,Hull City,1,0,H,2016-2017
3931,Crystal Palace,Southampton,3,0,H,2016-2017
3953,Sunderland,Chelsea,0,1,A,2016-2017
3929,Southampton,Everton,1,0,H,2016-2017
3906,Hull City,Southampton,2,1,H,2016-2017
3905,Arsenal,Tottenham Hotspur,1,1,D,2016-2017
3904,Chelsea,Everton,5,0,H,2016-2017
3903,West Ham United,Stoke City,1,1,D,2016-2017
3902,Manchester City,Middlesbrough,1,1,D,2016-2017
3901,Burnley,Crystal Palace,3,2,H,2016-2017
3900,AFC Bournemouth,Sunderland,1,2,A,2016-2017
3898,Southampton,Chelsea,0,2,A,2016-2017
3907,Liverpool,Watford,6,1,H,2016-2017
3897,Everton,West Ham United,2,0,H,2016-2017
3895,West Bromwich Albion,Manchester City,0,4,A,2016-2017
3894,Watford,Hull City,1,0,H,2016-2017
3893,Tottenham Hotspur,Leicester City,1,1,D,2016-2017
3892,Middlesbrough,AFC Bournemouth,2,0,H,2016-2017
3891,Manchester United,Burnley,0,0,D,2016-2017
3930,Manchester City,Chelsea,1,3,A,2016-2017
3890,Sunderland,Arsenal,1,4,A,2016-2017
